,Rno,Name,Course,Campus,Gender
92176,92177,Student92177,MTech,MB,F
92177,92178,Student92178,BBA,DL,M
92178,92179,Student92179,BBA,CH,M
92179,92180,Student92180,BTech,DL,F
92180,92181,Student92181,MBA,DL,M
92181,92182,Student92182,MTech,MB,F
92182,92183,Student92183,MTech,DL,M
92183,92184,Student92184,MBA,KO,F
92184,92185,Student92185,MTech,CH,F
92185,92186,Student92186,MBA,KO,M
92186,92187,Student92187,MTech,DL,M
92187,92188,Student92188,MBA,DL,F
92188,92189,Student92189,BBA,CH,F
92189,92190,Student92190,MBA,MB,F
92190,92191,Student92191,BBA,MB,M
92191,92192,Student92192,BTech,CH,F
92192,92193,Student92193,MBA,DL,F
92193,92194,Student92194,BBA,CH,F
92194,92195,Student92195,BTech,DL,F
92195,92196,Student92196,MBA,KO,M
92196,92197,Student92197,MBA,CH,M
92197,92198,Student92198,MTech,CH,F
92198,92199,Student92199,BTech,DL,F
92199,92200,Student92200,MBA,KO,F
92200,92201,Student92201,BBA,KO,M
92201,92202,Student92202,MTech,DL,F
92202,92203,Student92203,BTech,KO,F
92203,92204,Student92204,MTech,CH,F
92204,92205,Student92205,MTech,MB,F
92205,92206,Student92206,BBA,KO,F
92206,92207,Student92207,MTech,MB,F
92207,92208,Student92208,BBA,MB,F
92208,92209,Student92209,MTech,MB,F
92209,92210,Student92210,BBA,MB,F
92210,92211,Student92211,MTech,MB,F
92211,92212,Student92212,MBA,MB,F
92212,92213,Student92213,BTech,CH,M
92213,92214,Student92214,MTech,MB,F
92214,92215,Student92215,BBA,CH,M
92215,92216,Student92216,BTech,MB,F
92216,92217,Student92217,BBA,KO,M
92217,92218,Student92218,BTech,KO,F
92218,92219,Student92219,BBA,DL,F
92219,92220,Student92220,BTech,DL,F
92220,92221,Student92221,MTech,KO,F
92221,92222,Student92222,BTech,KO,M
92222,92223,Student92223,BBA,MB,M
92223,92224,Student92224,BTech,MB,F
92224,92225,Student92225,BBA,MB,F
92225,92226,Student92226,MBA,DL,F
92226,92227,Student92227,BBA,DL,M
92227,92228,Student92228,MTech,CH,M
92228,92229,Student92229,MBA,KO,F
92229,92230,Student92230,MBA,MB,M
92230,92231,Student92231,BBA,CH,M
92231,92232,Student92232,MTech,DL,M
92232,92233,Student92233,BTech,MB,M
92233,92234,Student92234,MTech,MB,F
92234,92235,Student92235,BTech,CH,M
92235,92236,Student92236,MBA,CH,M
92236,92237,Student92237,BBA,MB,F
92237,92238,Student92238,BTech,CH,M
92238,92239,Student92239,BTech,MB,M
92239,92240,Student92240,BTech,DL,M
92240,92241,Student92241,BBA,CH,M
92241,92242,Student92242,BBA,DL,F
92242,92243,Student92243,MBA,MB,F
92243,92244,Student92244,MBA,CH,F
92244,92245,Student92245,BTech,DL,F
92245,92246,Student92246,BBA,DL,M
92246,92247,Student92247,BTech,MB,F
92247,92248,Student92248,MTech,KO,F
92248,92249,Student92249,MTech,KO,F
92249,92250,Student92250,MTech,DL,F
92250,92251,Student92251,BTech,MB,F
92251,92252,Student92252,MTech,KO,F
92252,92253,Student92253,BBA,KO,F
92253,92254,Student92254,MBA,MB,M
92254,92255,Student92255,BBA,CH,M
92255,92256,Student92256,MBA,DL,F
92256,92257,Student92257,BTech,CH,F
92257,92258,Student92258,BTech,DL,F
92258,92259,Student92259,MTech,KO,M
92259,92260,Student92260,BTech,DL,M
92260,92261,Student92261,MBA,DL,M
92261,92262,Student92262,MBA,KO,F
92262,92263,Student92263,BBA,KO,F
92263,92264,Student92264,MBA,DL,M
92264,92265,Student92265,MTech,CH,F
92265,92266,Student92266,BTech,MB,F
92266,92267,Student92267,MTech,MB,F
92267,92268,Student92268,BBA,CH,M
92268,92269,Student92269,MTech,MB,M
92269,92270,Student92270,BBA,MB,F
92270,92271,Student92271,BBA,DL,F
92271,92272,Student92272,BTech,MB,M
92272,92273,Student92273,MBA,DL,M
92273,92274,Student92274,BBA,KO,M
92274,92275,Student92275,MTech,CH,M
92275,92276,Student92276,MTech,DL,M
92276,92277,Student92277,MTech,DL,F
92277,92278,Student92278,BBA,CH,F
92278,92279,Student92279,BTech,DL,F
92279,92280,Student92280,MBA,KO,F
92280,92281,Student92281,BBA,KO,M
92281,92282,Student92282,MTech,DL,M
92282,92283,Student92283,MBA,KO,M
92283,92284,Student92284,BBA,CH,F
92284,92285,Student92285,MBA,DL,F
92285,92286,Student92286,MTech,KO,M
92286,92287,Student92287,BBA,KO,M
92287,92288,Student92288,BBA,KO,M
92288,92289,Student92289,MBA,KO,F
92289,92290,Student92290,BBA,DL,M
92290,92291,Student92291,MTech,CH,M
92291,92292,Student92292,MTech,DL,F
92292,92293,Student92293,MTech,DL,F
92293,92294,Student92294,BTech,CH,M
92294,92295,Student92295,MBA,MB,F
92295,92296,Student92296,BBA,DL,M
92296,92297,Student92297,MBA,MB,M
92297,92298,Student92298,BBA,CH,F
92298,92299,Student92299,BBA,DL,F
92299,92300,Student92300,MTech,DL,M
92300,92301,Student92301,BTech,CH,M
92301,92302,Student92302,BBA,MB,M
92302,92303,Student92303,BTech,KO,F
92303,92304,Student92304,BBA,MB,M
92304,92305,Student92305,BBA,CH,M
92305,92306,Student92306,BTech,MB,F
92306,92307,Student92307,BBA,DL,F
92307,92308,Student92308,BBA,KO,F
92308,92309,Student92309,BTech,KO,M
92309,92310,Student92310,MTech,CH,M
92310,92311,Student92311,BBA,MB,M
92311,92312,Student92312,BBA,MB,F
92312,92313,Student92313,BBA,CH,M
92313,92314,Student92314,BBA,CH,F
92314,92315,Student92315,MBA,DL,F
92315,92316,Student92316,MTech,DL,F
92316,92317,Student92317,MTech,KO,M
92317,92318,Student92318,MBA,MB,M
92318,92319,Student92319,BBA,CH,M
92319,92320,Student92320,MBA,MB,M
92320,92321,Student92321,BBA,DL,F
92321,92322,Student92322,MBA,MB,M
92322,92323,Student92323,BTech,DL,F
92323,92324,Student92324,MTech,MB,M
92324,92325,Student92325,BTech,KO,F
92325,92326,Student92326,MBA,CH,F
92326,92327,Student92327,MTech,KO,M
92327,92328,Student92328,BBA,DL,F
92328,92329,Student92329,BBA,DL,M
92329,92330,Student92330,MBA,DL,F
92330,92331,Student92331,BBA,KO,F
92331,92332,Student92332,MBA,CH,M
92332,92333,Student92333,MBA,MB,F
92333,92334,Student92334,BBA,MB,F
92334,92335,Student92335,MTech,MB,F
92335,92336,Student92336,MBA,KO,M
92336,92337,Student92337,BTech,KO,F
92337,92338,Student92338,MTech,MB,F
92338,92339,Student92339,MTech,CH,M
92339,92340,Student92340,BBA,KO,M
92340,92341,Student92341,MBA,MB,F
92341,92342,Student92342,BTech,MB,F
92342,92343,Student92343,BBA,KO,F
92343,92344,Student92344,BBA,DL,F
92344,92345,Student92345,BBA,CH,F
92345,92346,Student92346,BTech,MB,F
92346,92347,Student92347,MTech,MB,F
92347,92348,Student92348,BBA,MB,M
92348,92349,Student92349,BTech,DL,F
92349,92350,Student92350,BTech,MB,F
92350,92351,Student92351,MTech,KO,F
92351,92352,Student92352,MBA,MB,M
92352,92353,Student92353,MBA,KO,M
92353,92354,Student92354,BTech,DL,M
92354,92355,Student92355,BTech,MB,F
92355,92356,Student92356,MBA,CH,F
92356,92357,Student92357,BTech,KO,M
92357,92358,Student92358,MBA,CH,F
92358,92359,Student92359,MBA,KO,F
92359,92360,Student92360,MTech,KO,F
92360,92361,Student92361,MBA,CH,F
92361,92362,Student92362,MBA,MB,F
92362,92363,Student92363,BBA,DL,F
92363,92364,Student92364,BTech,CH,M
92364,92365,Student92365,BTech,CH,M
92365,92366,Student92366,MBA,KO,M
92366,92367,Student92367,MBA,DL,M
92367,92368,Student92368,BBA,DL,M
92368,92369,Student92369,MBA,MB,M
92369,92370,Student92370,MTech,CH,F
92370,92371,Student92371,MTech,KO,M
92371,92372,Student92372,BBA,KO,M
92372,92373,Student92373,BBA,MB,M
92373,92374,Student92374,MTech,CH,F
92374,92375,Student92375,BBA,CH,F
92375,92376,Student92376,MTech,KO,F
92376,92377,Student92377,BTech,CH,F
92377,92378,Student92378,MTech,CH,F
92378,92379,Student92379,MTech,DL,M
92379,92380,Student92380,BTech,KO,M
92380,92381,Student92381,MTech,CH,M
92381,92382,Student92382,BBA,DL,F
92382,92383,Student92383,MBA,KO,M
92383,92384,Student92384,BTech,MB,M
92384,92385,Student92385,BBA,KO,F
92385,92386,Student92386,BTech,KO,F
92386,92387,Student92387,BBA,DL,F
92387,92388,Student92388,MBA,KO,F
92388,92389,Student92389,BTech,MB,F
92389,92390,Student92390,MBA,KO,M
92390,92391,Student92391,BTech,CH,F
92391,92392,Student92392,BBA,CH,M
92392,92393,Student92393,MTech,DL,M
92393,92394,Student92394,BTech,KO,M
92394,92395,Student92395,MTech,DL,F
92395,92396,Student92396,BTech,CH,M
92396,92397,Student92397,BTech,KO,F
92397,92398,Student92398,MTech,MB,M
92398,92399,Student92399,BTech,KO,M
92399,92400,Student92400,BBA,DL,M
92400,92401,Student92401,MBA,MB,F
92401,92402,Student92402,BTech,KO,F
92402,92403,Student92403,MTech,CH,M
92403,92404,Student92404,BBA,MB,M
92404,92405,Student92405,MBA,MB,F
92405,92406,Student92406,MBA,CH,F
92406,92407,Student92407,BTech,CH,M
92407,92408,Student92408,BBA,DL,F
92408,92409,Student92409,MTech,CH,M
92409,92410,Student92410,BBA,MB,M
92410,92411,Student92411,MBA,CH,M
92411,92412,Student92412,BTech,MB,F
92412,92413,Student92413,BBA,KO,M
92413,92414,Student92414,BTech,KO,F
92414,92415,Student92415,BTech,KO,M
92415,92416,Student92416,MTech,CH,M
92416,92417,Student92417,BTech,KO,M
92417,92418,Student92418,BTech,CH,F
92418,92419,Student92419,BBA,KO,F
92419,92420,Student92420,MTech,DL,M
92420,92421,Student92421,BTech,KO,F
92421,92422,Student92422,MTech,KO,M
92422,92423,Student92423,BTech,CH,M
92423,92424,Student92424,BTech,MB,M
92424,92425,Student92425,BTech,KO,F
92425,92426,Student92426,BTech,DL,F
92426,92427,Student92427,BTech,DL,M
92427,92428,Student92428,BTech,MB,M
92428,92429,Student92429,BBA,CH,F
92429,92430,Student92430,MBA,DL,F
92430,92431,Student92431,BTech,DL,F
92431,92432,Student92432,MBA,CH,F
92432,92433,Student92433,BTech,MB,F
92433,92434,Student92434,BTech,CH,M
92434,92435,Student92435,MTech,KO,F
92435,92436,Student92436,BTech,CH,F
92436,92437,Student92437,MBA,CH,M
92437,92438,Student92438,BTech,MB,M
92438,92439,Student92439,BTech,DL,F
92439,92440,Student92440,MBA,CH,M
92440,92441,Student92441,BTech,CH,M
92441,92442,Student92442,MBA,CH,F
92442,92443,Student92443,BTech,CH,F
92443,92444,Student92444,BBA,CH,M
92444,92445,Student92445,MTech,CH,M
92445,92446,Student92446,BBA,KO,F
92446,92447,Student92447,MTech,KO,F
92447,92448,Student92448,MBA,MB,M
92448,92449,Student92449,BBA,DL,M
92449,92450,Student92450,BTech,DL,F
92450,92451,Student92451,MTech,CH,M
92451,92452,Student92452,MBA,MB,M
92452,92453,Student92453,MBA,MB,M
92453,92454,Student92454,MBA,DL,F
92454,92455,Student92455,MBA,DL,M
92455,92456,Student92456,MTech,KO,M
92456,92457,Student92457,MBA,DL,M
92457,92458,Student92458,MBA,MB,F
92458,92459,Student92459,BBA,CH,M
92459,92460,Student92460,MTech,CH,M
92460,92461,Student92461,BTech,KO,F
92461,92462,Student92462,BBA,MB,F
92462,92463,Student92463,BTech,MB,M
92463,92464,Student92464,MBA,MB,F
92464,92465,Student92465,MTech,CH,F
92465,92466,Student92466,MTech,MB,M
92466,92467,Student92467,MTech,CH,M
92467,92468,Student92468,BTech,MB,F
92468,92469,Student92469,MTech,DL,M
92469,92470,Student92470,BBA,CH,F
92470,92471,Student92471,BBA,DL,F
92471,92472,Student92472,BBA,MB,M
92472,92473,Student92473,BTech,KO,M
92473,92474,Student92474,BBA,CH,M
92474,92475,Student92475,MTech,CH,F
92475,92476,Student92476,MTech,KO,F
92476,92477,Student92477,MBA,DL,F
92477,92478,Student92478,BBA,CH,F
92478,92479,Student92479,MBA,KO,M
92479,92480,Student92480,MBA,MB,M
92480,92481,Student92481,MTech,DL,M
92481,92482,Student92482,MTech,KO,M
92482,92483,Student92483,MTech,KO,F
92483,92484,Student92484,BTech,DL,M
92484,92485,Student92485,MTech,DL,F
92485,92486,Student92486,BTech,KO,F
92486,92487,Student92487,BBA,DL,F
92487,92488,Student92488,BTech,MB,M
92488,92489,Student92489,MBA,MB,F
92489,92490,Student92490,BTech,KO,M
92490,92491,Student92491,MTech,CH,M
92491,92492,Student92492,BTech,KO,M
92492,92493,Student92493,BTech,KO,M
92493,92494,Student92494,BTech,MB,M
92494,92495,Student92495,MTech,MB,M
92495,92496,Student92496,MTech,CH,F
92496,92497,Student92497,BBA,KO,M
92497,92498,Student92498,BTech,DL,F
92498,92499,Student92499,MBA,DL,M
92499,92500,Student92500,MTech,KO,M
92500,92501,Student92501,BBA,CH,M
92501,92502,Student92502,BTech,MB,F
92502,92503,Student92503,BTech,MB,M
92503,92504,Student92504,MTech,MB,F
92504,92505,Student92505,MBA,MB,F
92505,92506,Student92506,MBA,MB,F
92506,92507,Student92507,MTech,DL,F
92507,92508,Student92508,BTech,CH,F
92508,92509,Student92509,MTech,MB,F
92509,92510,Student92510,MTech,MB,M
92510,92511,Student92511,BBA,CH,F
92511,92512,Student92512,BBA,DL,F
92512,92513,Student92513,MTech,MB,F
92513,92514,Student92514,MBA,MB,F
92514,92515,Student92515,MBA,DL,F
92515,92516,Student92516,BBA,CH,M
92516,92517,Student92517,BTech,MB,F
92517,92518,Student92518,MBA,KO,M
92518,92519,Student92519,MTech,DL,F
92519,92520,Student92520,MBA,MB,F
92520,92521,Student92521,MBA,DL,F
92521,92522,Student92522,MBA,DL,M
92522,92523,Student92523,BTech,KO,M
92523,92524,Student92524,BBA,CH,F
92524,92525,Student92525,BTech,CH,F
92525,92526,Student92526,MTech,CH,F
92526,92527,Student92527,MBA,KO,M
92527,92528,Student92528,BBA,KO,F
92528,92529,Student92529,MBA,MB,F
92529,92530,Student92530,BBA,DL,F
92530,92531,Student92531,BBA,DL,M
92531,92532,Student92532,BTech,MB,F
92532,92533,Student92533,BBA,MB,M
92533,92534,Student92534,BTech,DL,M
92534,92535,Student92535,BBA,KO,F
92535,92536,Student92536,MBA,DL,M
92536,92537,Student92537,BBA,KO,M
92537,92538,Student92538,MBA,KO,F
92538,92539,Student92539,BTech,CH,F
92539,92540,Student92540,MTech,MB,F
92540,92541,Student92541,MBA,DL,F
92541,92542,Student92542,BTech,MB,F
92542,92543,Student92543,BTech,DL,F
92543,92544,Student92544,MBA,DL,M
92544,92545,Student92545,MTech,CH,M
92545,92546,Student92546,MTech,CH,F
92546,92547,Student92547,MBA,CH,F
92547,92548,Student92548,MTech,MB,M
92548,92549,Student92549,BBA,MB,F
92549,92550,Student92550,MBA,DL,F
92550,92551,Student92551,BBA,MB,F
92551,92552,Student92552,BBA,DL,M
92552,92553,Student92553,MTech,KO,F
92553,92554,Student92554,MTech,DL,M
92554,92555,Student92555,BTech,CH,F
92555,92556,Student92556,BTech,DL,M
92556,92557,Student92557,MTech,CH,F
92557,92558,Student92558,BTech,KO,M
92558,92559,Student92559,MBA,MB,M
92559,92560,Student92560,BTech,CH,F
92560,92561,Student92561,BBA,MB,F
92561,92562,Student92562,MTech,DL,F
92562,92563,Student92563,BTech,CH,M
92563,92564,Student92564,BBA,KO,M
92564,92565,Student92565,BTech,MB,M
92565,92566,Student92566,MTech,DL,F
92566,92567,Student92567,MBA,KO,F
92567,92568,Student92568,BTech,KO,M
92568,92569,Student92569,BBA,MB,M
92569,92570,Student92570,BTech,DL,F
92570,92571,Student92571,MTech,CH,F
92571,92572,Student92572,MBA,KO,F
92572,92573,Student92573,MBA,DL,M
92573,92574,Student92574,BTech,DL,M
92574,92575,Student92575,MTech,CH,M
92575,92576,Student92576,BBA,KO,F
92576,92577,Student92577,MBA,KO,F
92577,92578,Student92578,BTech,KO,M
92578,92579,Student92579,MBA,DL,M
92579,92580,Student92580,MTech,CH,F
92580,92581,Student92581,MTech,KO,M
92581,92582,Student92582,MTech,DL,M
92582,92583,Student92583,BBA,KO,F
92583,92584,Student92584,MBA,CH,M
92584,92585,Student92585,BBA,CH,F
92585,92586,Student92586,MBA,MB,F
92586,92587,Student92587,MTech,KO,F
92587,92588,Student92588,BBA,CH,M
92588,92589,Student92589,BTech,DL,F
92589,92590,Student92590,MBA,CH,F
92590,92591,Student92591,MBA,KO,F
92591,92592,Student92592,BBA,DL,F
92592,92593,Student92593,BBA,KO,M
92593,92594,Student92594,BBA,KO,F
92594,92595,Student92595,MBA,MB,M
92595,92596,Student92596,BBA,KO,F
92596,92597,Student92597,BTech,DL,F
92597,92598,Student92598,MBA,MB,M
92598,92599,Student92599,MTech,MB,M
92599,92600,Student92600,BBA,CH,M
92600,92601,Student92601,MTech,KO,F
92601,92602,Student92602,BBA,CH,M
92602,92603,Student92603,BBA,KO,F
92603,92604,Student92604,MBA,KO,M
92604,92605,Student92605,BTech,CH,M
92605,92606,Student92606,BBA,DL,F
92606,92607,Student92607,BBA,CH,F
92607,92608,Student92608,BTech,CH,M
92608,92609,Student92609,MTech,CH,M
92609,92610,Student92610,BBA,KO,M
92610,92611,Student92611,BBA,DL,F
92611,92612,Student92612,BTech,MB,F
92612,92613,Student92613,BBA,CH,F
92613,92614,Student92614,BBA,MB,F
92614,92615,Student92615,BBA,MB,M
92615,92616,Student92616,BTech,KO,M
92616,92617,Student92617,BTech,CH,M
92617,92618,Student92618,BTech,MB,M
92618,92619,Student92619,BBA,CH,F
92619,92620,Student92620,BBA,KO,F
92620,92621,Student92621,BBA,DL,F
92621,92622,Student92622,BBA,MB,F
92622,92623,Student92623,MBA,DL,M
92623,92624,Student92624,BTech,MB,M
92624,92625,Student92625,BTech,DL,M
92625,92626,Student92626,BBA,MB,M
92626,92627,Student92627,MBA,DL,M
92627,92628,Student92628,MBA,KO,M
92628,92629,Student92629,MBA,DL,F
92629,92630,Student92630,BTech,DL,M
92630,92631,Student92631,BBA,CH,F
92631,92632,Student92632,BTech,DL,M
92632,92633,Student92633,MTech,MB,M
92633,92634,Student92634,BTech,DL,F
92634,92635,Student92635,MBA,CH,M
92635,92636,Student92636,MTech,DL,F
92636,92637,Student92637,BTech,CH,M
92637,92638,Student92638,MTech,CH,M
92638,92639,Student92639,MBA,DL,F
92639,92640,Student92640,MBA,KO,M
92640,92641,Student92641,MBA,CH,M
92641,92642,Student92642,BBA,DL,F
92642,92643,Student92643,BBA,MB,M
92643,92644,Student92644,BBA,DL,M
92644,92645,Student92645,BBA,MB,F
92645,92646,Student92646,MTech,KO,F
92646,92647,Student92647,MTech,KO,M
92647,92648,Student92648,MBA,CH,F
92648,92649,Student92649,MBA,CH,M
92649,92650,Student92650,BBA,KO,M
92650,92651,Student92651,MBA,DL,F
92651,92652,Student92652,MBA,KO,F
92652,92653,Student92653,MTech,MB,F
92653,92654,Student92654,MTech,CH,M
92654,92655,Student92655,MBA,CH,M
92655,92656,Student92656,BBA,CH,F
92656,92657,Student92657,MBA,CH,F
92657,92658,Student92658,MTech,KO,F
92658,92659,Student92659,BBA,MB,M
92659,92660,Student92660,MTech,CH,M
92660,92661,Student92661,BBA,KO,F
92661,92662,Student92662,MTech,KO,F
92662,92663,Student92663,BTech,MB,F
92663,92664,Student92664,MTech,CH,F
92664,92665,Student92665,BTech,DL,F
92665,92666,Student92666,BTech,DL,M
92666,92667,Student92667,BTech,KO,F
92667,92668,Student92668,MBA,MB,M
92668,92669,Student92669,MBA,DL,M
92669,92670,Student92670,MTech,KO,M
92670,92671,Student92671,BBA,DL,F
92671,92672,Student92672,MTech,CH,M
92672,92673,Student92673,MTech,KO,F
92673,92674,Student92674,MBA,CH,F
92674,92675,Student92675,MBA,MB,M
92675,92676,Student92676,BTech,DL,F
92676,92677,Student92677,MTech,CH,F
92677,92678,Student92678,BBA,KO,F
92678,92679,Student92679,MBA,KO,M
92679,92680,Student92680,MBA,CH,M
92680,92681,Student92681,MTech,MB,F
92681,92682,Student92682,MTech,MB,M
92682,92683,Student92683,MBA,KO,M
92683,92684,Student92684,MTech,DL,M
92684,92685,Student92685,BTech,CH,F
92685,92686,Student92686,MBA,MB,M
92686,92687,Student92687,BBA,KO,F
92687,92688,Student92688,BTech,KO,F
92688,92689,Student92689,MTech,MB,F
92689,92690,Student92690,MBA,KO,M
92690,92691,Student92691,MTech,KO,M
92691,92692,Student92692,BTech,KO,M
92692,92693,Student92693,BTech,MB,F
92693,92694,Student92694,BTech,CH,F
92694,92695,Student92695,BTech,KO,M
92695,92696,Student92696,MBA,KO,M
92696,92697,Student92697,BBA,KO,M
92697,92698,Student92698,BBA,CH,F
92698,92699,Student92699,BBA,MB,M
92699,92700,Student92700,BTech,DL,F
92700,92701,Student92701,BTech,MB,M
92701,92702,Student92702,BTech,CH,M
92702,92703,Student92703,BBA,KO,M
92703,92704,Student92704,MTech,KO,M
92704,92705,Student92705,MBA,KO,M
92705,92706,Student92706,MBA,KO,F
92706,92707,Student92707,BBA,KO,F
92707,92708,Student92708,MTech,CH,M
92708,92709,Student92709,MBA,MB,F
92709,92710,Student92710,MBA,MB,F
92710,92711,Student92711,BTech,MB,M
92711,92712,Student92712,MTech,MB,M
92712,92713,Student92713,MTech,DL,F
92713,92714,Student92714,MBA,CH,M
92714,92715,Student92715,MBA,DL,F
92715,92716,Student92716,MTech,DL,F
92716,92717,Student92717,MTech,DL,F
92717,92718,Student92718,MBA,MB,F
92718,92719,Student92719,BBA,CH,F
92719,92720,Student92720,MBA,DL,M
92720,92721,Student92721,MTech,KO,F
92721,92722,Student92722,MTech,DL,M
92722,92723,Student92723,MTech,KO,M
92723,92724,Student92724,MBA,MB,F
92724,92725,Student92725,BTech,DL,M
92725,92726,Student92726,BBA,MB,M
92726,92727,Student92727,MBA,CH,M
92727,92728,Student92728,MBA,CH,M
92728,92729,Student92729,MTech,MB,F
92729,92730,Student92730,BBA,MB,M
92730,92731,Student92731,MTech,KO,F
92731,92732,Student92732,BTech,DL,F
92732,92733,Student92733,BTech,DL,M
92733,92734,Student92734,MBA,DL,M
92734,92735,Student92735,BBA,MB,F
92735,92736,Student92736,MTech,DL,M
92736,92737,Student92737,BTech,CH,F
92737,92738,Student92738,MBA,CH,M
92738,92739,Student92739,BTech,DL,F
92739,92740,Student92740,MTech,MB,F
92740,92741,Student92741,BBA,KO,F
92741,92742,Student92742,MBA,CH,M
92742,92743,Student92743,BBA,KO,F
92743,92744,Student92744,MTech,KO,F
92744,92745,Student92745,BTech,MB,M
92745,92746,Student92746,BTech,MB,F
92746,92747,Student92747,BBA,KO,M
92747,92748,Student92748,MBA,MB,M
92748,92749,Student92749,BBA,MB,F
92749,92750,Student92750,MBA,CH,F
92750,92751,Student92751,BBA,DL,F
92751,92752,Student92752,BBA,CH,F
92752,92753,Student92753,BBA,DL,F
92753,92754,Student92754,MBA,MB,F
92754,92755,Student92755,BBA,DL,M
92755,92756,Student92756,BBA,DL,F
92756,92757,Student92757,BBA,KO,M
92757,92758,Student92758,MTech,CH,M
92758,92759,Student92759,BBA,CH,F
92759,92760,Student92760,MBA,DL,M
92760,92761,Student92761,MTech,CH,F
92761,92762,Student92762,BTech,DL,F
92762,92763,Student92763,BBA,MB,M
92763,92764,Student92764,BBA,KO,F
92764,92765,Student92765,MBA,CH,F
92765,92766,Student92766,MTech,MB,F
92766,92767,Student92767,MTech,MB,F
92767,92768,Student92768,BBA,CH,F
92768,92769,Student92769,MBA,KO,F
92769,92770,Student92770,MTech,KO,M
92770,92771,Student92771,BBA,KO,F
92771,92772,Student92772,BBA,MB,M
92772,92773,Student92773,MBA,KO,M
92773,92774,Student92774,MBA,CH,F
92774,92775,Student92775,MTech,CH,F
92775,92776,Student92776,MTech,DL,M
92776,92777,Student92777,BTech,DL,F
92777,92778,Student92778,BBA,KO,M
92778,92779,Student92779,MBA,MB,F
92779,92780,Student92780,MBA,DL,M
92780,92781,Student92781,BBA,CH,M
92781,92782,Student92782,BBA,MB,F
92782,92783,Student92783,MTech,CH,M
92783,92784,Student92784,MTech,CH,F
92784,92785,Student92785,MBA,KO,M
92785,92786,Student92786,BTech,DL,F
92786,92787,Student92787,MBA,MB,F
92787,92788,Student92788,BTech,KO,F
92788,92789,Student92789,BBA,DL,M
92789,92790,Student92790,MTech,KO,F
92790,92791,Student92791,BTech,DL,F
92791,92792,Student92792,BBA,KO,M
92792,92793,Student92793,MTech,KO,M
92793,92794,Student92794,BTech,KO,F
92794,92795,Student92795,BBA,CH,M
92795,92796,Student92796,BTech,DL,F
92796,92797,Student92797,BBA,KO,M
92797,92798,Student92798,BTech,MB,F
92798,92799,Student92799,MBA,DL,M
92799,92800,Student92800,BBA,CH,F
92800,92801,Student92801,BBA,CH,M
92801,92802,Student92802,BTech,CH,F
92802,92803,Student92803,MTech,DL,F
92803,92804,Student92804,MTech,DL,F
92804,92805,Student92805,MTech,KO,F
92805,92806,Student92806,MTech,MB,M
92806,92807,Student92807,BTech,DL,M
92807,92808,Student92808,BTech,DL,M
92808,92809,Student92809,MBA,DL,M
92809,92810,Student92810,MBA,CH,F
92810,92811,Student92811,MBA,CH,F
92811,92812,Student92812,BTech,KO,F
92812,92813,Student92813,BTech,CH,F
92813,92814,Student92814,MBA,DL,M
92814,92815,Student92815,BBA,MB,F
92815,92816,Student92816,MBA,DL,M
92816,92817,Student92817,MTech,MB,F
92817,92818,Student92818,MTech,KO,F
92818,92819,Student92819,BBA,DL,M
92819,92820,Student92820,MTech,MB,F
92820,92821,Student92821,MBA,CH,F
92821,92822,Student92822,MTech,KO,M
92822,92823,Student92823,BTech,MB,M
92823,92824,Student92824,MTech,DL,F
92824,92825,Student92825,MBA,CH,F
92825,92826,Student92826,MBA,MB,M
92826,92827,Student92827,MTech,CH,M
92827,92828,Student92828,MBA,DL,F
92828,92829,Student92829,BBA,CH,F
92829,92830,Student92830,MTech,CH,M
92830,92831,Student92831,MBA,MB,M
92831,92832,Student92832,MBA,KO,M
92832,92833,Student92833,BBA,KO,F
92833,92834,Student92834,MTech,MB,F
92834,92835,Student92835,MBA,MB,F
92835,92836,Student92836,MTech,MB,F
92836,92837,Student92837,MBA,DL,M
92837,92838,Student92838,MTech,DL,M
92838,92839,Student92839,MBA,CH,F
92839,92840,Student92840,BTech,CH,M
92840,92841,Student92841,MTech,MB,M
92841,92842,Student92842,MTech,DL,M
92842,92843,Student92843,BTech,DL,M
92843,92844,Student92844,BBA,KO,F
92844,92845,Student92845,BBA,KO,F
92845,92846,Student92846,BTech,DL,F
92846,92847,Student92847,BBA,KO,M
92847,92848,Student92848,MTech,MB,F
92848,92849,Student92849,BBA,KO,M
92849,92850,Student92850,MTech,CH,M
92850,92851,Student92851,MBA,DL,F
92851,92852,Student92852,BBA,MB,F
92852,92853,Student92853,MBA,KO,F
92853,92854,Student92854,BBA,DL,F
92854,92855,Student92855,MBA,KO,M
92855,92856,Student92856,BTech,KO,M
92856,92857,Student92857,MBA,DL,F
92857,92858,Student92858,MTech,MB,F
92858,92859,Student92859,BBA,KO,M
92859,92860,Student92860,BBA,CH,M
92860,92861,Student92861,BBA,DL,M
92861,92862,Student92862,MBA,CH,F
92862,92863,Student92863,MTech,MB,F
92863,92864,Student92864,MTech,DL,M
92864,92865,Student92865,BTech,MB,F
92865,92866,Student92866,BTech,MB,F
92866,92867,Student92867,BBA,MB,F
92867,92868,Student92868,BBA,KO,M
92868,92869,Student92869,BBA,MB,F
92869,92870,Student92870,MTech,KO,M
92870,92871,Student92871,BBA,DL,M
92871,92872,Student92872,BBA,DL,M
92872,92873,Student92873,BTech,MB,M
92873,92874,Student92874,MBA,MB,F
92874,92875,Student92875,MTech,CH,M
